Product ID;Product's URL;Product Code;Product's Category;Product Name;Original Price;Product Description;Image URL;Brand;Availability;Shipping Info;Model;Product Type
911048031;https://www.scopeuout.co.nz/products/konusvue-10x50-binoculars?variant=911048031&om=2970;KS2103;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;Konusvue 10x50 Binoculars;100.99;The Konusvue 10x50 Binoculars are classic in design and provide an affordable option for those who do not want to scrimp on power or clarity.. Offering a fantastic combination of magnification power and large objective lens diameter these binoculars offer a wide field of view and images with a great sense of depth, making them the perfect for companion for birdwatching or catching a ball game.. The 50mm objective lens diameter also ensures that these binoculars have fantastic light capturing abilities, something which is beneficial in situations where light is limited.. The Konusvue 10x50 binoculars feature central focusing and a strong, non-slip rubber armouring which makes them comfortable to use, warrants a safe grip, reduces the chance of dropping and protects them from bumps and scrapes.. A handy tripod adapter and stabiliser rod are included with the binoculars, but tripods must be purchased separately.. The Konus Giant 20x60 binoculars come equipped with a carry case, straps and instructions.. Konusvue 10x50 WA Binoculars. Specifications:. Magnification - 10x. Objective lens diameter- 50mm. Focusing - Central. Field of view (Apparent at 1000m) - 122m. Weight - 800g. Type of glass used in construction - BK-7. Exit pupil diameter - 4mm. Lens coating - Coated: a single layer on at least one lens surface. Tripod bush for tripod/adapter - Yes. Optical type - Porro prisms. Adjustable Eyecups - Peel down;https://cdn.shopify.com/s/files/1/0604/4313/products/Konusvue_10x50.jpg?v=1572558664;Konus;Yes;;KS2103;Binoculars
911072215;https://www.scopeuout.co.nz/products/konusvue-8x40-binoculars?variant=911072215&om=2970;KS2101;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;Konusvue 8x40 Binoculars;119.99;The Konusvue 8x40 Binoculars are classic in design and competitively priced whilst still offering good optical quality and a range of models with magnification options.. The Konusvue, 8x40 binoculars are compact in size making them easy to carry and perfect for any outdoor pursuit. Featuring a relatively large objective lens diameter of 40mm these binoculars offer a wider field of view over standard binoculars, meaning that you can see more of your subject. A wide field of view is of particular advantage when bird watching or nature watching, as you are able to scan the landscape more easily and spot moving birds or animals.. The Konusvue 8x40 binoculars feature central focusing and a non-slip rubber armouring which makes them comfortable to use, warrants a safe grip, reduces the chance of dropping and protects them from bumps and scrapes.. A handy tripod adapter and stabiliser rod are included with the binoculars, but tripods must be purchased separately.. The Konusvue 8x40 binoculars come equipped with a carry case, straps and instructions. The Konusvue range of binoculars also come in 7x and 10x magnification with varying lens sizes.. Konusvue 8x40 WA Binocular Specifications. Maximum magnification - 8x. Objective lens diameter - 40mm. Focusing - Central. Field of view (Apparent at 1000m) - 143m. Weight - 530g. Type of glass used in construction - BK-7. Exit pupil diameter - 5mm. Lens Coating - Coated: a single layer on at least one lens surface. Tripod Bush for tripod/adapter - Yes. Optical Type - Porro Prisms. Adjustable Eyecups - Rubber fold-down;https://cdn.shopify.com/s/files/1/0604/4313/products/Konusvue_8x40.jpg?v=1572558668;Konus;Yes;;KS2101;Binoculars
911263127;https://www.scopeuout.co.nz/products/konus-sporty-10x50-binoculars?variant=911263127&om=2970;KO2256;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;Konus Sporty 10x50 Binoculars;94.99;The Konus Sporty 10x50 Binoculars are versatile, durable, always ready to use and competitively priced.. The fixed focus construction of the Konus Sporty 10x50 binoculars enables them to automatically focus on targets that are 20m or more away from them, without the need for any ongoing manual adjustments. This feature means that you can simply pick up the Konus Sporty binoculars, look though them, and see focused images that are 10x magnification. In addition, these images will be bright and sharp thanks to the special ‘Ruby-coating’ that is applied to the binoculars optical surfaces.. The Konus Sporty 10x50 binoculars have a wide-angle design, meaning that they have a wider field of view than standard binoculars. This, along with their ease of use makes them an ideal companion to any fast paced sporting event where the action constantly shifts from one side of the field to the other.. Robust and built to last, the Konus Sporty 10x50 binoculars have a sturdy structure and a non-slip rubber armour that makes them comfortable to use, warrants a safe grip, reduces the chance of dropping and protects them from bumps and scrapes.. The Konus Sporty, 10x50 binoculars come equipped with a case, shoulder strap and lens covers.. Konus Sporty 10x50 WA Binoculars. Specifications:. Magnification - 10x. Objective lens diameter - 50mm. Focusing - Fixed focus from 20m to infinite. Field of view (Apparent at 1000m) - 96m. Weight - 770g. Type of glass used in construction - BK-7. Exit pupil diameter - 5mm. Lens coating - Ruby' coating. Tripod bush for tripod/adapter - Yes. Optical type - Porro prisms;https://cdn.shopify.com/s/files/1/0604/4313/products/Konus_sporty_10x50.jpg?v=1572560879;Konus;Yes;;KO2256;Binoculars
940621499;https://www.scopeuout.co.nz/products/konuspot-80-20-60x80-spotting-scope-black?variant=940621499&om=2970;KS7126BK;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;KonuSpot-80 20-60x80 Spotting Scope (Black);374.99;The KonuSpot 20-60x80 is a powerful spotting scope with high image definition even in low light, due to its large 80mm lens. Including a powerful zoom magnification useful for discovering details, the KonuSpot 20-60x80 provides clean, clear, and sharp images at astounding distances at both 60x and 20x. In addition, multi-coated optics make for bright images.. This Konus spotting scope features a 45 degree tilting eyepiece which is invaluable when seated or using for prolonged periods of time. Also included is an extendable sunshade and a lockable collar that allows the scope to rotate 360 degrees when mounted on the tripod and gives it great versatility in the field, on the bench, in a window mount, or for shared views. In addition, a conveniently located focusing knob provides smooth precise focusing.. A durable metal body with rubber armour makes this spotting scope rugged and provides an antishock barrier for long term use. Despite its size, the KonuSpot 20-60x80 spotting scope is a very reasonable weight due to its alloy metal body.. The KonuSpot 20-60x80 spotting scope includes a camera adapter which easily turns your spotting scope into the ultimate telephoto lens. Also included is a table-top tripod. The compact design and included carry case stores everything for easy portability.. KonuSpot-80 20-60X80 Spotting Scope (Black). Specifications:. Maximum magnification - 20x - 60x. Objective lens diameter - 80mm. Field of view (At 100 Yards) - At 20x magnification - 26m, at 60x magnification - 14m. Exit pupil diameter - At 20x magnification - 2.9mm, at 60x magnification - 1.2mm. Length (Dimensions in mm) - 420mm. Eye relief - 18mm at 20x, 12mm at 60x. Weight - 1550g. Waterproof - No. Features :. Multi-coated optics. Rubber armoured. Set/screw for rotation. Quick peep sight. 45 degree viewing angle. Extendable sunshade. Includes the following: table-top tripod, camera adapter, carrying case, lens cleaning cloth;https://cdn.shopify.com/s/files/1/0604/4313/products/Konusspot-80-spotting-scope---New-model-2020.jpg?v=1592109960;Konus;Yes;;KS7126BK;Spotting Scope
940624807;https://www.scopeuout.co.nz/products/konuspot-80-20-60x80-spotting-scope-green?variant=940624807&om=2970;KS7126;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;KonuSpot-80 20-60X80 Spotting Scope (Green);423.99;The KonuSpot 20-60x80 is a powerful spotting scope with high image definition even in low light, due to its large 80mm lens. Including a powerful zoom magnification useful for discovering details, the KonuSpot 20-60x80 provides clean, clear, and sharp images at astounding distances at both 60x and 20x. In addition, multi-coated optics make for bright images.. This Konus spotting scope features a 45 degree tilting eyepiece which is invaluable when seated or using for prolonged periods of time. Also included is an extendable sunshade and a lockable collar that allows the scope to rotate 360 degrees when mounted on the tripod and gives it great versatility in the field, on the bench, in a window mount, or for shared views. In addition, a conveniently located focusing knob provides smooth precise focusing.. A durable metal body with rubber armour makes this spotting scope rugged and provides an antishock barrier for long term use. Despite its size, the KonuSpot 20-60x80 spotting scope is a very reasonable weight due to its alloy metal body.. The KonuSpot 20-60x80 spotting scope includes a camera adapter which easily turns your spotting scope into the ultimate telephoto lens. Also included is a table-top tripod. The compact design and included carry case stores everything for easy portability.. KonuSpot-80 20-60X80 Spotting Scope (Green). Specifications:. Maximum magnification - 20x - 60x. Objective lens diameter - 80mm. Field of view (At 100 Yards) - At 20x magnification - 26m, at 60x magnification - 14m. Exit pupil diameter - At 20x magnification - 2.9mm, at 60x magnification - 1.2mm. Length (Dimensions in mm) - 420mm. Eye relief - 18mm at 20x, 12mm at 60x. Weight - 1550g. Waterproof - No. Features:. Multi-coated optics. Rubber armoured. Set/screw for rotation. Quick peep sight. 45 degree viewing angle. Extendable sunshade. Includes the following: table-top tripod, camera adapter, carrying case, lens cleaning cloth;https://cdn.shopify.com/s/files/1/0604/4313/products/Konuspot-80_Green.jpg?v=1572560405;Konus;Yes;;KS7126;Spotting Scope
942744579;https://www.scopeuout.co.nz/products/konuspro-t30-3-12x44-riflescope?variant=942744579&om=2970;KS7291;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;KonusPro T30 3-12x44 Riflescope;328.99;The KonusPro T30 3-12x44 Riflescope is a highly innovative concept in the shooting industry, featuring the same impeccable optical quality as the acclaimed Konuspro M30 models, in a much more compact configuration that is an ideal fit for the very demanding tactical field.. The KonusPro T30 3-12x44 houses Konus’s exclusive 550 ballistic reticle for precise shooting out to 550 yards. This unique reticle takes the guess work out of hold over angles for even the most difficult of shots and is guaranteed to exceed the expectations of performace-driven sportsmen and shooters. Lateral hash marks allow for precise leads of moving targets as well as compensating for strong crosswinds. The glass engraved ballistic reticle is unbreakable, and can be illuminated in blue or red for different lighting conditions. The fully multi-coated optics are clear and bright, while providing the shooter with long eye relief.. KonusPro T30 3-12x44 Rifle Scope. Specifications:. Maximum magnification - 3x - 12x. Objective lens diameter - 44mm. Tube diameter - 30mm. Reticle - Engraved dual illuminated ballistic 550. Exit pupil diameter - At 3x magnification - 9.4mm, at 12x magnification - 3.7mm. Eye Relief - 90mm. Field of view (At 100 yards) - At 3x magnification - 11.1m, at 12x magnification - 2.7m. Length - 250mm. Weight - 530g. Adjustment graduation (MOA/ 1 Click value at 100 yards) - 1/4. Adjustment graduation (MOA/ 1 Click value at 100m) - 7.25mm. Max internal adjustment - 3.49m. Parallax setting - 100 yards. Mounting length - 90mm. Features:. Super compact body. Waterproof, fogproof, shockproof. Dry nitrogen filled. Airgun approved. Fully multi-coated optics. Heavy caliber recoil proof reticle. Engraved reticle in the second focal plane. 1 piece tube construction. Includes flip-up lens covers and lens cleaning cloth. Battery: Coin style CR2032 (included);https://cdn.shopify.com/s/files/1/0604/4313/products/KonusPro_T30_3-12x44_Riflescope.jpg?v=1572559089;Konus;Yes;;KS7291;Riflescope
956169623;https://www.scopeuout.co.nz/products/konuspro-3-9x40-riflescope?variant=956169623&om=2970;KS7264;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;KonusPro 3-9x40 Riflescope;134.99;The KonusPro 3-9x40 Riflescope is rugged and dependable, and sports a trim profile and a versatile range of magnifications.. The large 40mm objective lens and multi-coated optics, give this riflescope fantastic light capturing and transmission capabilities making it an ideal companion for dawn to dusk hunting.. The KonusPro 3-9x40 riflescope features an unbreakable, glass engraved, 30-30 reticle for enhanced durability, and has a familiar 4 post and cross hair configuration. Medium length and weight posts guide your eye to the center of the sight picture while the stadia intersect to indicate your exact point of aim.. The finger adjustable turrets on this riflescope are easily dialed in; even with gloved hands. As with all Konus scopes, the lenses are are nitrogen purged for true waterproof & fogproof integrity, as well as being shockproof.. KonusPro 3-9x40 Rifle Scope. Specifications:. Maximum magnification - 3x - 9x. Objective lens diameter - 40mm. Tube diameter - 1”. Reticle - 30/30 Engraved. Exit pupil diameter - At 3x magnification - 10.6mm, at 9x magnification - 3.5mm. Eye Relief - 76mm. Field of view at 100 yards - At 3x magnification - 11.5m, at 9x magnification - 3.8m. Length - 330mm. Weight - 490g. Adjustment graduation (MOA/ 1 Click value at 100 yards) - 1/4. Adjustment graduation (MOA/ 1 Click value at 100m) - 7.25mm. Max internal adjustment - 1.3m. Parallax setting - 100 Yards. Mounting length - 142mm. Features:. Waterproof, fogproof, shockproof. Dry nitrogen filled. Airgun approved. Heavy caliber recoil proof reticle. Multi-coated optics. Finger adjustable windage and elevation adjustment. Includes lens caps and lens cleaning cloth;https://cdn.shopify.com/s/files/1/0604/4313/products/KonusPro_3-9x40_Riflescope.jpg?v=1572560183;Konus;Yes;;KS7264;Riflescope
956196475;https://www.scopeuout.co.nz/products/konuspro-4x32-riflescope?variant=956196475&om=2970;KS7266;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;KonusPro 4x32 AO Riflescope;118.99;The KonusPro 4x32 AO Riflescope is rugged and dependable, and features an adjustable objective lens which completely removes parallax from 7 yards to infinity and delivers maximum accuracy with every single shot.. The multi-coated optics provide enhanced light transmission making this riflescope an ideal companion for dawn to dusk hunting.. The KonusPro 4x32 riflescope features an unbreakable, glass engraved, 30-30 reticle for enhanced durability. The finger adjustable turrets on this riflescope are easily dialed in; even with gloved hands. As with all Konus scopes, the lenses are are nitrogen purged for true waterproof & fogproof integrity, as well as being shockproof.. KonusPro 4x32 Rifle Scope. Specifications:. Maximum magnification - 4x. Objective lens diameter - 32mm. Tube diameter - 1”. Reticle - 30/30 Engraved. Exit pupil diameter - 8mm. Eye Relief - 88.9mm. Field of view (At 100 yards) - 8.93m. Length - 308mm. Weight - 450g. Adjustment graduation (MOA/ 1 Click value at 100 yards) - 1/4. Adjustment graduation (MOA/ 1 Click value at 100m) - 7.25mm. Max internal adjustment - 2.3m. Parallax setting - Adjustable objective 7 yards to infinity. Mounting length - 142mm. Features:. Waterproof, fogproof, shockproof. Dry nitrogen filled. Airgun approved. Heavy caliber recoil proof reticle. Multi-coated optics. Finger adjustable windage and elevation adjustment. Includes lens caps and lens cleaning cloth. Includes ring mounts suitable for 3/8 grooved receivers;https://cdn.shopify.com/s/files/1/0604/4313/products/KonusPro_4x32_Riflescope.jpg?v=1572559993;Konus;Yes;;KS7266;Riflescope
976872507;https://www.scopeuout.co.nz/products/konusmall-10x25-monocular?variant=976872507&om=2970;KS2060;Konus binoculars, spotting scopes, telescopes, monoculars & microscopes;Konusmall 10x25 Monocular;48.99;The Konusmall 10x25 Monocular is incredibly compact whilst still delivering a powerful 10x magnification.. At only 60g, this monocular is very lightweight and easy to transport meaning that you can have it with you at all times.. With a fully rubber armoured body, this monocular is durable and very comfortable to hold.. The Konusmall 10x25 monocular comes equipped with a case, strap and instructions in 10 languages.. Konusmall 10x25 Monocular. Specifications:. Maximum magnification - 10x. Objective lens diameter - 25mm. Field of view (At 1000m) - 100m. Exit pupil diameter - 2.5mm. Weight - 60g. Features:. Ruby coated optics. Rubber covered. Individual focus;https://cdn.shopify.com/s/files/1/0604/4313/products/Konus_10x25_Monocular.jpg?v=1572560529;Konus;Yes;;KS2060;Monocular
1086321743;https://www.scopeuout.co.nz/products/sun-optics-hunter-plus-3-9x32-rimfire-riflescope-black-matte-finish?variant=1086321743&om=2970;CSPR-3932;Rifle Scopes;Sun Optics Hunter Plus 3-9x32 Rimfire Riflescope;159.99;The Sun Optics Hunter Plus 3-9x32 Rimfire Riflescope is the perfect scope for any hunting enthusiast.. This rifle scope can be taken into any environment and it will perform impeccably thanks to its nitrogen filling and waterproof coating, not to mention its shockproof and fog proof body and lenses.. With a solid one piece design, the Sun Optics Hunter 3-9x32mm riflescope features a posi-clik brass finger dial for on the spot windage and elevation adjustments.. Perfect crisp clarity is found in each magnification which is accomplished by using the Sun Optics special process of lens grinding and coating application.. Hunter Plus riflescopes are also available in 100’ parallax models and also with a stainless steel finish.. Sun Optics Hunter Plus 3-9x32 Rimfire Rifle Scope (Black matte finish). Specifications:. Magnification - 3-9x. Objective lens diameter - 32mm. Exit pupil - 10.6 - 3.5mm. Reticle - Duplex. Eye relief - 3.5in / 88.9mm. Click - 1/4 MOA. Length - 11.8in / 300mm. Weight - 10oz / 283g. Features:. 1” one piece tube design. Precision ground, fully multi-coated lenses with wide band coating. Duplex reticle. Fast focus ocular. Posi-clik brass finger dial windage/elevation. 50 yd. parallax. Nitrogen filled. Waterproof. Shockproof. Fogproof;https://cdn.shopify.com/s/files/1/0604/4313/products/Sun_Optics_Hunter_Plus_3-9x32_Rimfire_.22_Riflescope_Black_matte_finish.jpg?v=1572501537;Sun Optics;Yes;;CSPR-3932;Riflescope
